ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,RATEAREA,SFPARKAREA,STREET_NUM,STREETNAME,STREET_SEG,Location
1852,211-00353,211-00350,3,Black,MS,N,N,SFMTA,ON,0,MC2, ,35,11TH ST,508000,"(37.774929, -122.417724)"
1853,211-00352,211-00350,2,Black,MS,N,N,SFMTA,ON,0,MC2, ,35,11TH ST,508000,"(37.774939, -122.417735)"
1854,211-00075,211-00070,5,Black,MS,N,N,SFMTA,ON,0,MC2, ,7,11TH ST,508000,"(37.775378, -122.418286)"
1855,705-06071,705-06070,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,607,VALLEJO ST,13092000,"(37.798686, -122.407531)"
1856,359-05344,359-05340,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,534,CLAY ST,4085000,"(37.794802, -122.402684)"
1857,359-05343,359-05340,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,534,CLAY ST,4085000,"(37.794804, -122.402669)"
1858,359-05342,359-05340,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,534,CLAY ST,4085000,"(37.794806, -122.402656)"
1859,202-00033,202-00030,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,3,02ND ST,129000,"(37.789187, -122.40115)"
1860,202-00035,202-00030,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,3,02ND ST,129000,"(37.789173, -122.401132)"
1861,202-00052,202-00050,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789141, -122.401092)"
1862,202-00053,202-00050,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789134, -122.401084)"
1863,202-00054,202-00050,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789129, -122.401077)"
1864,202-00055,202-00050,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789123, -122.40107)"
1865,202-00056,202-00050,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789117, -122.401062)"
1866,202-00057,202-00050,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789111, -122.401054)"
1867,202-00058,202-00050,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,5,02ND ST,129000,"(37.789105, -122.401046)"
1868,202-00077,202-00070,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789057, -122.400987)"
1869,202-00078,202-00070,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.78905, -122.400977)"
1870,202-00074,202-00070,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789078, -122.401013)"
1871,202-00072,202-00070,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789091, -122.401029)"
1872,202-00076,202-00070,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789064, -122.400995)"
1873,202-00073,202-00070,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789085, -122.401021)"
1874,202-00075,202-00070,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,7,02ND ST,129000,"(37.789071, -122.401004)"
1875,202-00138,202-00130,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.788994, -122.400908)"
1876,202-00137,202-00130,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.789002, -122.400918)"
1877,202-00136,202-00130,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.789009, -122.400926)"
1878,202-00135,202-00130,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.789016, -122.400935)"
1879,202-00134,202-00130,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.789023, -122.400944)"
1880,202-00133,202-00130,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.78903, -122.400952)"
1881,202-00132,202-00130,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,13,02ND ST,129000,"(37.789038, -122.400963)"
1882,661-01269,661-01260,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788378, -122.401423)"
1883,661-01268,661-01260,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788385, -122.401414)"
1884,661-01267,661-01260,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788391, -122.401406)"
1885,661-01266,661-01260,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788397, -122.401399)"
1886,661-01265,661-01260,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788404, -122.401391)"
1887,661-01264,661-01260,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788409, -122.401383)"
1888,661-01263,661-01260,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788415, -122.401375)"
1889,661-01262,661-01260,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,126,STEVENSON ST,12166000,"(37.788422, -122.401367)"
1890,661-01248,661-01240,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,124,STEVENSON ST,12166000,"(37.788437, -122.401348)"
1891,661-01247,661-01240,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,124,STEVENSON ST,12166000,"(37.788443, -122.40134)"
1892,661-01246,661-01240,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,124,STEVENSON ST,12166000,"(37.78845, -122.401332)"
1893,661-01245,661-01240,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,124,STEVENSON ST,12166000,"(37.788456, -122.401324)"
1894,661-01244,661-01240,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,124,STEVENSON ST,12166000,"(37.788461, -122.401317)"
1895,720-05435,720-05430,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,543,WASHINGTON ST,13409000,"(37.795486, -122.403085)"
1896,720-05434,720-05430,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,543,WASHINGTON ST,13409000,"(37.795488, -122.403071)"
1897,720-05433,720-05430,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,543,WASHINGTON ST,13409000,"(37.79549, -122.403057)"
1898,720-05432,720-05430,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,543,WASHINGTON ST,13409000,"(37.795491, -122.403044)"
1899,720-05378,720-05370,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.795495, -122.403017)"
1900,720-05377,720-05370,7,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.795496, -122.403004)"
1901,720-05376,720-05370,6,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.795498, -122.402993)"
1902,720-05375,720-05370,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.7955, -122.402978)"
1903,720-05374,720-05370,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.795501, -122.402965)"
1904,525-00512,525-00500,12,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,51,KAPLAN LN,7741000,"(37.784898, -122.398818)"
1905,684-03950,684-03950,10,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775247, -122.397127)"
1906,684-03959,684-03950,9,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775253, -122.397118)"
1907,684-03958,684-03950,8,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775261, -122.397107)"
1908,684-03957,684-03950,7,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775267, -122.397099)"
1909,684-03956,684-03950,6,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775273, -122.397091)"
1910,684-03955,684-03950,5,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775281, -122.397082)"
1911,684-03954,684-03950,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.77529, -122.39707)"
1912,684-03953,684-03950,3,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,395,TOWNSEND ST,12663000,"(37.775295, -122.397063)"
1913,651-00164,651-00160,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,16,SANSOME ST,11542000,"(37.790739, -122.400577)"
1914,651-00163,651-00160,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,16,SANSOME ST,11542000,"(37.790729, -122.400575)"
1915,651-00162,651-00160,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,16,SANSOME ST,11542000,"(37.790721, -122.400573)"
1916,651-00161,651-00160,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,16,SANSOME ST,11542000,"(37.790711, -122.400571)"
1917,651-00181,651-00180,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,18,SANSOME ST,11542000,"(37.790788, -122.400587)"
1918,684-03536,684-03530,6,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.776017, -122.396133)"
1919,684-03537,684-03530,7,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.776013, -122.396137)"
1920,684-03538,684-03530,8,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.77601, -122.396142)"
1921,684-03477,684-03470,7,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776051, -122.396089)"
1922,684-03472,684-03470,2,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776067, -122.396069)"
1923,684-03397,684-03390,7,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776085, -122.396047)"
1924,684-03396,684-03390,6,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776088, -122.396042)"
1925,684-03533,684-03530,3,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.77603, -122.396117)"
1926,684-03399,684-03390,9,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776077, -122.396056)"
1927,684-03475,684-03470,5,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776057, -122.396082)"
1928,684-03392,684-03390,2,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776103, -122.396023)"
1929,684-03473,684-03470,3,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776064, -122.396073)"
1930,684-03479,684-03470,9,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776044, -122.396098)"
1931,684-03393,684-03390,3,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776099, -122.396028)"
1932,684-03390,684-03390,10,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776074, -122.396061)"
1933,684-03471,684-03470,1,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.77607, -122.396065)"
1934,684-03395,684-03390,5,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776092, -122.396038)"
1935,684-03531,684-03530,1,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.776037, -122.396107)"
1936,684-03474,684-03470,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.77606, -122.396077)"
1937,684-03534,684-03530,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.776026, -122.396121)"
1938,684-03470,684-03470,10,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776041, -122.396102)"
1939,684-03478,684-03470,8,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776048, -122.396093)"
1940,684-03476,684-03470,6,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,347,TOWNSEND ST,12663000,"(37.776054, -122.396086)"
1941,684-03394,684-03390,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.776095, -122.396033)"
1942,684-03398,684-03390,8,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,339,TOWNSEND ST,12663000,"(37.77608, -122.396052)"
1943,684-03532,684-03530,2,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,353,TOWNSEND ST,12663000,"(37.776033, -122.396112)"
1944,340-00244,340-00240,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,24,BLUXOME ST,2993000,"(37.777302, -122.396371)"
1945,340-00144,340-00140,4,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,14,BLUXOME ST,2993000,"(37.777414, -122.396228)"
1946,340-00243,340-00240,3,Black,MS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,24,BLUXOME ST,2993000,"(37.77731, -122.396361)"
1947,720-05373,720-05370,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.795503, -122.402953)"
1948,720-05372,720-05370,2,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,537,WASHINGTON ST,13409000,"(37.795505, -122.402938)"
1949,720-05310,720-05310,10,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.795508, -122.402911)"
1950,720-05319,720-05310,9,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,531,WASHINGTON ST,13409000,"(37.79551, -122.4029)"
1951,720-05253,720-05250,3,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,525,WASHINGTON ST,13408000,"(37.795536, -122.402693)"
1952,442-04017,442-04010,7,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781356, -122.417351)"
1953,442-04016,442-04010,6,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781358, -122.417339)"
1954,442-04015,442-04010,5,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781359, -122.417328)"
1955,442-04014,442-04010,4,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781361, -122.417316)"
1956,442-04013,442-04010,3,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781362, -122.417304)"
1957,442-04012,442-04010,2,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,401,GOLDEN GATE AVE,6264000,"(37.781364, -122.417291)"
1958,686-06086,686-06080,6,Black,MS,N,N,SFMTA,ON,0,MC5,Civic Center,608,TURK ST,12723000,"(37.782179, -122.419423)"
1959,525-00801,525-00800,1,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.78487, -122.398991)"
1960,525-00802,525-00800,2,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784864, -122.398983)"
1961,525-00803,525-00800,3,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784858, -122.398976)"
1962,525-00804,525-00800,4,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784853, -122.398969)"
1963,525-00805,525-00800,5,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784847, -122.398961)"
1964,525-00806,525-00800,6,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784835, -122.398943)"
1965,525-00807,525-00800,7,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784827, -122.398934)"
1966,525-00808,525-00800,8,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784819, -122.398927)"
1967,525-00809,525-00800,9,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,80,KAPLAN LN,7741000,"(37.784813, -122.39892)"
1968,525-00810,525-00800,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,81,KAPLAN LN,7741000,"(37.784807, -122.398913)"
1969,525-00811,525-00800,11,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,81,KAPLAN LN,7741000,"(37.784801, -122.398904)"
1970,525-00601,525-00600,1,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.78496, -122.399105)"
1971,525-00602,525-00600,2,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784954, -122.399096)"
1972,525-00603,525-00600,3,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784947, -122.399087)"
1973,651-00168,651-00160,8,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,16,SANSOME ST,11542000,"(37.790776, -122.400585)"
1974,211-03143,211-03140,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,314,11TH ST,515000,"(37.771436, -122.413637)"
1975,211-03142,211-03140,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,314,11TH ST,515000,"(37.771444, -122.413647)"
1976,210-03114,210-03110,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,311,10TH ST,488000,"(37.772533, -122.412328)"
1977,210-03113,210-03110,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,311,10TH ST,488000,"(37.77254, -122.412337)"
1978,210-03112,210-03110,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,311,10TH ST,488000,"(37.772547, -122.412345)"
1979,331-09037,331-09030,7,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774032, -122.404901)"
1980,331-09036,331-09030,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774039, -122.404893)"
1981,331-09035,331-09030,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774045, -122.404885)"
1982,331-09034,331-09030,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774052, -122.404876)"
1983,331-09033,331-09030,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774058, -122.404869)"
1984,331-09032,331-09030,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,903,BRYANT ST,3293000,"(37.774064, -122.404861)"
1985,331-09018,331-09010,8,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774077, -122.404845)"
1986,331-09017,331-09010,7,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774083, -122.404837)"
1987,331-09016,331-09010,6,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774091, -122.404827)"
1988,331-09015,331-09010,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774098, -122.404818)"
1989,331-09014,331-09010,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774106, -122.404808)"
1990,331-09013,331-09010,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774113, -122.404799)"
1991,331-09012,331-09010,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,901,BRYANT ST,3293000,"(37.774119, -122.404792)"
1992,684-01016,684-01010,6,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,101,TOWNSEND ST,12656000,"(37.780429, -122.390603)"
1993,684-01015,684-01010,5,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,101,TOWNSEND ST,12656000,"(37.780436, -122.390595)"
1994,684-01014,684-01010,4,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,101,TOWNSEND ST,12656000,"(37.780443, -122.390585)"
1995,684-01013,684-01010,3,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,101,TOWNSEND ST,12656000,"(37.78045, -122.390577)"
1996,684-01012,684-01010,2,Black,MS,N,N,SFMTA,ON,0,MC5,South Embarcadero,101,TOWNSEND ST,12656000,"(37.780457, -122.390568)"
1997,331-06850,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,685,BRYANT ST,3285000,"(37.77803, -122.399848)"
1998,331-06830,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,683,BRYANT ST,3285000,"(37.778036, -122.39984)"
1999,331-06810,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,681,BRYANT ST,3285000,"(37.778043, -122.399831)"
2000,331-06790,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,679,BRYANT ST,3285000,"(37.778051, -122.399822)"
2001,331-06770,-,0,Black,SS,Y,N,SFMTA,ON,0,MC5,South Embarcadero,677,BRYANT ST,3285000,"(37.778057, -122.399813)"
2002,525-00308,525-00300,8,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,30,KAPLAN LN,7741000,"(37.785025, -122.398982)"
2003,525-00309,525-00300,9,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,30,KAPLAN LN,7741000,"(37.785019, -122.398974)"
2004,525-00310,525-00300,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,31,KAPLAN LN,7741000,"(37.785012, -122.398965)"
2005,525-00311,525-00300,11,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,31,KAPLAN LN,7741000,"(37.785005, -122.398955)"
2006,525-00312,525-00300,12,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,31,KAPLAN LN,7741000,"(37.784998, -122.398947)"
2007,525-00313,525-00300,13,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,31,KAPLAN LN,7741000,"(37.784992, -122.398939)"
2008,525-00501,525-00500,1,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784978, -122.398921)"
2009,525-00502,525-00500,2,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784972, -122.398913)"
2010,525-00503,525-00500,3,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784965, -122.398905)"
2011,525-00504,525-00500,4,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784958, -122.398896)"
2012,525-00505,525-00500,5,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784952, -122.398888)"
2013,525-00506,525-00500,6,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784945, -122.398879)"
2014,525-00507,525-00500,7,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784939, -122.39887)"
2015,525-00508,525-00500,8,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784925, -122.398852)"
2016,525-00509,525-00500,9,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,50,KAPLAN LN,7741000,"(37.784918, -122.398844)"
2017,525-00510,525-00500,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,51,KAPLAN LN,7741000,"(37.784912, -122.398835)"
2018,525-00511,525-00500,11,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,51,KAPLAN LN,7741000,"(37.784904, -122.398826)"
2019,324-05075,324-05070,5,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,507,BATTERY ST,2760000,"(37.796169, -122.400635)"
2020,324-05074,324-05070,4,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,507,BATTERY ST,2760000,"(37.796161, -122.400633)"
2021,561-00121,561-00120,1,Black,MS,N,N,SFMTA,ON,0,MC5,Downtown,12,MAIN ST,8627000,"(37.792826, -122.396293)"
2022,218-40160,-,0,Black,SS,N,N,SFMTA,ON,0,MC3, ,4016,18TH ST,891000,"(37.76098, -122.434412)"
2023,352-04051,352-04050,1,Black,MS,N,N,SFMTA,ON,0,MC3, ,405,CASTRO ST,3790000,"(37.762117, -122.435012)"
2024,525-00604,525-00600,4,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.78494, -122.399081)"
2025,525-00605,525-00600,5,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784935, -122.399074)"
2026,525-00606,525-00600,6,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784929, -122.399067)"
2027,525-00607,525-00600,7,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784919, -122.399053)"
2028,525-00608,525-00600,8,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784911, -122.399043)"
2029,525-00609,525-00600,9,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,60,KAPLAN LN,7741000,"(37.784904, -122.399035)"
2030,525-00610,525-00600,10,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,61,KAPLAN LN,7741000,"(37.784897, -122.399027)"
2031,525-00611,525-00600,11,Black,MS,Y,N,SFMTA,ON,0,MC5,Downtown,61,KAPLAN LN,7741000,"(37.784891, -122.399018)"
2032,413-07055,413-07050,5,Black,MS,N,N,SFMTA,ON,0,MC3, ,705,FILBERT ST,5504000,"(37.801099, -122.411083)"
2033,413-07054,413-07050,4,Black,MS,N,N,SFMTA,ON,0,MC3, ,705,FILBERT ST,5504000,"(37.801101, -122.411071)"
2034,413-07053,413-07050,3,Black,MS,N,N,SFMTA,ON,0,MC3, ,705,FILBERT ST,5504000,"(37.801102, -122.41106)"
2035,413-07052,413-07050,2,Black,MS,N,N,SFMTA,ON,0,MC3, ,705,FILBERT ST,5504000,"(37.801103, -122.411048)"
